Date,Open,High,Low,Close,Volume
5/18/2016,17501.28,17636.22,17418.21,17526.62,79120000
5/17/2016,17701.46,17701.46,17469.92,17529.98,103260000
5/16/2016,17531.76,17755.8,17531.76,17710.71,88440000
5/13/2016,17711.12,17734.74,17512.48,17535.32,86640000
5/12/2016,17711.12,17798.19,17625.38,17720.5,88560000
5/11/2016,17919.03,17919.03,17711.05,17711.12,87390000
5/10/2016,17726.66,17934.61,17726.66,17928.35,75790000
5/9/2016,17743.85,17783.16,17668.38,17705.91,85590000
5/6/2016,17650.3,17744.54,17580.38,17740.63,80020000
5/5/2016,17664.48,17736.11,17615.82,17660.71,81530000
5/4/2016,17735.02,17738.06,17609.01,17651.26,95020000
5/3/2016,17870.75,17870.75,17670.88,17750.91,97060000
5/2/2016,17783.78,17912.35,17773.71,17891.16,80100000
4/29/2016,17813.09,17814.83,17651.98,17773.64,136670000
4/28/2016,18023.88,18035.73,17796.55,17830.76,100920000
4/27/2016,17996.14,18084.66,17920.26,18041.55,109090000
4/26/2016,17987.38,18043.77,17934.17,17990.32,92570000
4/25/2016,17990.94,17990.94,17855.55,17977.24,83770000
4/22/2016,17985.05,18026.85,17909.89,18003.75,134120000
4/21/2016,18092.84,18107.29,17963.89,17982.52,102720000
4/20/2016,18059.49,18167.63,18031.21,18096.27,100210000
4/19/2016,18012.1,18103.46,17984.43,18053.6,89820000
4/18/2016,17890.2,18009.53,17848.22,18004.16,89390000
4/15/2016,17925.95,17937.65,17867.41,17897.46,118160000
4/14/2016,17912.25,17962.14,17885.44,17926.43,84510000
4/13/2016,17741.66,17918.35,17741.66,17908.28,91710000
4/12/2016,17571.34,17744.43,17553.57,17721.25,81020000
4/11/2016,17586.48,17731.63,17555.9,17556.41,107100000
4/8/2016,17555.39,17694.51,17528.16,17576.96,79990000
4/7/2016,17687.28,17687.28,17484.23,17541.96,90120000
4/6/2016,17605.45,17723.55,17542.54,17716.05,99410000
4/5/2016,17718.03,17718.03,17579.56,17603.32,115230000
4/4/2016,17799.39,17806.38,17710.67,17737,85230000
4/1/2016,17661.74,17811.48,17568.02,17792.75,104890000
3/31/2016,17716.05,17755.7,17669.72,17685.09,102600000
3/30/2016,17652.36,17790.11,17652.36,17716.66,79330000
3/29/2016,17512.58,17642.81,17434.27,17633.11,86160000
3/28/2016,17526.08,17583.81,17493.03,17535.39,70460000
3/24/2016,17485.33,17517.14,17399.01,17515.73,84100000
3/23/2016,17588.81,17588.81,17486.27,17502.59,84240000
3/22/2016,17602.71,17648.94,17540.42,17582.57,95450000
3/21/2016,17589.7,17644.97,17551.28,17623.87,84410000
3/18/2016,17481.49,17620.58,17481.49,17602.3,321230000
3/17/2016,17321.38,17529.01,17297.65,17481.49,117990000
3/16/2016,17249.34,17379.18,17204.07,17325.76,118710000
3/15/2016,17217.15,17251.7,17120.35,17251.53,92830000
3/14/2016,17207.49,17275.07,17161.16,17229.13,96350000
3/11/2016,17014.99,17220.09,17014.99,17213.31,123420000
3/10/2016,17006.05,17130.11,16821.86,16995.13,117570000
3/9/2016,16969.17,17048.5,16947.94,17000.36,116690000
3/8/2016,17050.67,17072.79,16921.51,16964.1,108380000
3/7/2016,16991.29,17099.25,16940.48,17073.95,100290000
3/4/2016,16945,17062.38,16898.84,17006.77,106910000
3/3/2016,16896.17,16944.31,16820.73,16943.9,91110000
3/2/2016,16851.17,16900.17,16766.32,16899.32,104470000
3/1/2016,16545.67,16865.56,16545.67,16865.08,105050000
2/29/2016,16634.15,16726.12,16510.4,16516.5,126220000
2/26/2016,16712.7,16795.98,16623.91,16639.97,98480000
2/25/2016,16504.38,16697.98,16458.42,16697.29,94120000
2/24/2016,16418.84,16507.39,16165.86,16484.99,93620000
2/23/2016,16610.39,16610.39,16403.53,16431.78,98170000
2/22/2016,16417.13,16664.24,16417.13,16620.66,102240000
2/19/2016,16410.96,16410.96,16278,16391.99,134340000
2/18/2016,16483.76,16511.84,16390.43,16413.43,104950000
2/17/2016,16217.98,16486.12,16217.98,16453.83,124080000
2/16/2016,16012.39,16196.41,16012.39,16196.41,142030000
2/12/2016,15691.62,15974.04,15691.62,15973.84,132550000
2/11/2016,15897.82,15897.82,15503.01,15660.18,172070000
2/10/2016,16035.61,16201.89,15899.91,15914.74,122290000
2/9/2016,16005.41,16136.62,15881.11,16014.38,127740000
2/8/2016,16147.51,16147.51,15803.55,16027.05,165880000
2/5/2016,16417.95,16423.63,16129.81,16204.97,139010000
2/4/2016,16329.67,16485.84,16266.16,16416.58,131490000
2/3/2016,16186.2,16381.69,15960.45,16336.66,141870000
2/2/2016,16420.21,16420.21,16108.44,16153.54,126210000
2/1/2016,16453.63,16510.98,16299.47,16449.18,114450000
1/29/2016,16090.26,16466.3,16090.26,16466.3,217940000
1/28/2016,15960.28,16102.14,15863.72,16069.64,130120000
1/27/2016,16168.74,16235.03,15878.3,15944.46,138350000
1/26/2016,15893.16,16185.79,15893.16,16167.23,118210000
1/25/2016,16086.46,16086.46,15880.15,15885.22,123250000
1/22/2016,15921.1,16136.79,15921.1,16093.51,145850000
1/21/2016,15768.87,16038.59,15704.66,15882.68,145140000
1/20/2016,15989.45,15989.45,15450.56,15766.74,191870000
1/19/2016,16009.45,16171.96,15900.25,16016.02,144360000
1/15/2016,16354.33,16354.33,15842.11,15988.08,239210000
1/14/2016,16159.01,16482.05,16075.12,16379.05,158830000
1/13/2016,16526.63,16593.51,16123.2,16151.41,153530000
1/12/2016,16419.11,16591.35,16322.07,16516.22,117480000
1/11/2016,16358.71,16461.85,16232.03,16398.57,127790000
1/8/2016,16519.17,16651.89,16314.57,16346.45,141850000
1/7/2016,16888.36,16888.36,16463.63,16514.1,176240000
1/6/2016,17154.83,17154.83,16817.62,16906.51,120250000
1/5/2016,17147.5,17195.84,17038.61,17158.66,105750000
1/4/2016,17405.48,17405.48,16957.63,17148.94,148060000
12/31/2015,17590.66,17590.66,17421.16,17425.03,93690000
12/30/2015,17711.94,17714.13,17588.87,17603.87,59760000
12/29/2015,17547.37,17750.02,17547.37,17720.98,69860000
12/28/2015,17535.66,17536.9,17437.34,17528.27,59770000
12/24/2015,17593.26,17606.34,17543.95,17552.17,40350000
12/23/2015,17427.63,17607.92,17427.63,17602.61,92820000
12/22/2015,17253.55,17451.11,17242.86,17417.27,91570000
12/21/2015,17154.94,17272.36,17116.73,17251.62,114910000
12/18/2015,17495.04,17496.58,17124.31,17128.55,344560000
12/17/2015,17756.54,17796.76,17493.5,17495.84,115780000
12/16/2015,17530.85,17784.36,17483.68,17749.09,123790000
12/15/2015,17374.78,17627.63,17341.18,17524.91,123430000
12/14/2015,17277.11,17378.02,17138.47,17368.5,142540000
12/11/2015,17574.75,17574.75,17230.5,17265.21,134510000
12/10/2015,17493.17,17697.74,17474.66,17574.75,107310000
12/9/2015,17558.18,17767.69,17403.51,17492.3,122020000
12/8/2015,17703.99,17703.99,17485.39,17568,113720000
12/7/2015,17845.49,17845.49,17639.25,17730.51,99670000
12/4/2015,17482.68,17866.47,17482.68,17847.63,137650000
12/3/2015,17741.57,17780.59,17425.56,17477.67,126990000
12/2/2015,17883.14,17901.58,17708.2,17729.68,102860000
12/1/2015,17719.72,17895.5,17719.72,17888.35,103880000
11/30/2015,17802.84,17837.24,17719.79,17719.92,155560000
11/27/2015,17806.04,17830.36,17749.32,17813.39,82540000
11/25/2015,17820.81,17854.92,17801.83,17813.39,82540000
11/24/2015,17770.9,17862.6,17683.51,17812.19,127170000
11/23/2015,17823.61,17868.18,17751.53,17792.68,134680000
11/20/2015,17732.75,17914.34,17732.75,17823.81,153140000
11/19/2015,17739.83,17772.97,17681.98,17732.75,114630000
11/18/2015,17485.49,17752.16,17485.49,17737.16,106810000
11/17/2015,17486.99,17599.33,17451.41,17489.5,167190000
11/16/2015,17229.94,17483.01,17210.43,17483.01,137590000
11/13/2015,17439.25,17439.25,17238.89,17245.24,134640000
11/12/2015,17691.93,17691.93,17443.5,17448.07,113660000
11/11/2015,17769.5,17807.18,17696.91,17702.22,95230000
11/10/2015,17724.13,17768.66,17657.72,17758.21,108640000
11/9/2015,17900.78,17900.78,17667.78,17730.48,121210000
11/6/2015,17855.22,17912.04,17768.6,17910.33,107450000
11/5/2015,17871.25,17929.51,17779.19,17863.43,98910000
11/4/2015,17929.58,17964.12,17828.83,17867.58,99890000
11/3/2015,17819.74,17977.85,17796.02,17918.15,92290000
11/2/2015,17672.62,17845.9,17655.02,17828.76,100840000
10/30/2015,17756.6,17799.96,17662.87,17663.54,149250000
10/29/2015,17771.5,17786,17684.72,17755.8,90300000
10/28/2015,17586.69,17779.95,17556.71,17779.52,115630000
10/27/2015,17608.89,17635.18,17540.57,17581.43,113960000
10/26/2015,17649.57,17660.7,17602.51,17623.05,116660000
10/23/2015,17525.11,17679.37,17525.11,17646.7,158090000
10/22/2015,17180.88,17505.18,17180.88,17489.16,152420000
10/21/2015,17225.93,17314.99,17153.13,17168.61,107100000
10/20/2015,17228.47,17264.88,17147.99,17217.11,106670000
10/19/2015,17209.43,17235.95,17129.19,17230.54,118430000
10/16/2015,17141.75,17220.02,17107.35,17215.97,145880000
10/15/2015,16944.86,17144.42,16933.57,17141.75,122960000
10/14/2015,17079.08,17111.38,16887.67,16924.75,120110000
10/13/2015,17113.55,17172.81,17034.45,17081.89,99400000
10/12/2015,17082.29,17139.21,17064.58,17131.86,72500000
10/9/2015,17054.69,17110.88,17027.23,17084.49,103730000
10/8/2015,16904.17,17081.28,16859.34,17050.75,100730000
10/7/2015,16805.42,16963.3,16765,16912.29,115690000
10/6/2015,16774.02,16865.09,16746.03,16790.19,120010000
10/5/2015,16502.1,16798.37,16502.1,16776.43,127660000
10/2/2015,16258.25,16472.77,16013.66,16472.37,136870000
10/1/2015,16278.62,16348.87,16073.82,16272.01,111420000
9/30/2015,16057.08,16297.6,16057.08,16284.7,145740000
9/29/2015,16001.76,16118.89,15942.37,16049.13,121160000
9/28/2015,16313.26,16313.26,15981.85,16001.89,139930000
9/25/2015,16205.07,16465.23,16205.07,16314.67,130790000
9/24/2015,16257.11,16257.11,16016.36,16201.32,122220000
9/23/2015,16332.81,16355.29,16211.98,16279.89,86030000
9/22/2015,16477.45,16477.45,16221.73,16330.47,119010000
9/21/2015,16406.1,16578.6,16391.88,16510.19,90730000
9/18/2015,16674.74,16674.74,16343.76,16384.58,341690000
9/17/2015,16738.08,16933.43,16639.93,16674.74,129600000
9/16/2015,16599.51,16755.98,16593.9,16739.95,99620000
9/15/2015,16382.58,16644.11,16382.58,16599.85,93050000
9/14/2015,16450.86,16450.86,16330.87,16370.96,92660000
9/11/2015,16330.4,16434.76,16244.65,16433.09,104630000
9/10/2015,16252.57,16441.94,16212.08,16330.4,122690000
9/9/2015,16505.04,16664.65,16220.1,16253.57,118790000
9/8/2015,16109.93,16503.41,16109.93,16492.68,123870000
9/4/2015,16371.76,16371.76,16026.61,16102.38,127270000
9/3/2015,16364.34,16550.07,16317.31,16374.76,109730000
9/2/2015,16058.35,16352.58,16058.35,16351.38,133480000
9/1/2015,16528.03,16528.03,15979.95,16058.35,171390000
8/31/2015,16632.02,16632.02,16444.05,16528.03,141440000
8/28/2015,16649.42,16669.97,16535.18,16643.01,131790000
8/27/2015,16285.51,16666.69,16285.51,16654.77,171980000
8/26/2015,15676.26,16303.75,15676.26,16285.51,208420000
8/25/2015,15882.27,16312.94,15651.24,15666.44,213220000
8/24/2015,16459.75,16459.75,15370.33,15871.35,293920000
8/21/2015,16990.69,16990.69,16459.55,16459.75,225170000
8/20/2015,17345.32,17345.32,16990.69,16990.69,128530000
8/19/2015,17508.74,17517.19,17282.42,17348.73,104720000
8/18/2015,17537.3,17568.4,17486.42,17511.34,79900000
8/17/2015,17472.66,17551.4,17341.72,17545.18,73380000
8/14/2015,17410.12,17492.9,17394.06,17477.4,82120000
8/13/2015,17401.64,17481.78,17341.34,17408.25,88550000
8/12/2015,17382.93,17423.9,17125.81,17402.51,120400000
8/11/2015,17593.59,17593.59,17352.63,17402.84,103010000
8/10/2015,17375.18,17629.13,17375.18,17615.17,92430000
8/7/2015,17414.94,17414.94,17279.08,17373.38,81800000
8/6/2015,17542.61,17572.04,17362.86,17419.75,96170000
8/5/2015,17555.24,17661.37,17492.9,17540.47,102450000
8/4/2015,17596.93,17635.78,17505.5,17550.69,99060000
8/3/2015,17696.74,17704.76,17496.61,17598.2,87880000
7/31/2015,17755.87,17783.59,17671.59,17689.86,106120000
7/30/2015,17743.24,17761.25,17640.85,17745.98,76650000
7/29/2015,17631.4,17776.78,17629.2,17751.39,93140000
7/28/2015,17449.81,17650.07,17449.81,17630.27,103450000
7/27/2015,17561.78,17561.78,17399.17,17440.59,117860000
7/24/2015,17731.05,17756.54,17553.73,17568.53,103470000
7/23/2015,17853.78,17860.95,17705.03,17731.92,88600000
7/22/2015,17918.35,17919.35,17807.41,17851.04,112370000
7/21/2015,18096.67,18096.67,17868.34,17919.29,100170000
7/20/2015,18085.91,18137.12,18064.5,18100.41,75060000
7/17/2015,18117.58,18121.12,18032.06,18086.45,106510000
7/16/2015,18078.16,18131.61,18065.33,18120.25,85030000
7/15/2015,18053.38,18090.39,18010.15,18050.17,80460000
7/14/2015,17974.61,18072.82,17956.17,18053.58,76740000
7/13/2015,17787.27,17987.57,17787.27,17977.68,86380000
7/10/2015,17561.12,17797.49,17561.12,17760.41,85800000
7/9/2015,17530.38,17764.85,17530.38,17548.62,100520000
7/8/2015,17759.01,17759.01,17496.22,17515.42,69830000
7/7/2015,17684.92,17793.45,17465.68,17776.91,105840000
7/6/2015,17728.08,17734.36,17564.36,17683.58,90130000
7/2/2015,17763.32,17825.49,17687.52,17730.11,83080000
7/1/2015,17638.12,17801.83,17638.12,17757.91,87010000
6/30/2015,17599.96,17714.66,17576.5,17619.51,126460000
6/29/2015,17936.74,17936.74,17590.55,17596.35,116340000
6/26/2015,17892.03,18013.15,17892.03,17946.68,158120000
6/25/2015,17977.11,18036.1,17890.36,17890.36,78990000
6/24/2015,18139.1,18139.1,17966.07,17966.07,104980000
6/23/2015,18121.78,18188.81,18108.1,18144.07,75970000
6/22/2015,18027.63,18181.67,18027.63,18119.78,77780000
6/19/2015,18116.24,18117.71,18010.58,18015.95,258300000
6/18/2015,17944.61,18174.73,17944.61,18115.84,94460000
6/17/2015,17909.58,17998,17839.65,17935.74,92410000
6/16/2015,17787.43,17919.62,17774.12,17904.48,77510000
6/15/2015,17890.76,17890.76,17698.42,17791.17,91920000
6/12/2015,18035.83,18035.83,17857.07,17898.84,83760000
6/11/2015,18001.27,18109.77,18001.27,18039.37,89490000
6/10/2015,17765.38,18045.14,17765.38,18000.4,96980000
6/9/2015,17766.95,17817.83,17714.97,17764.04,90550000
6/8/2015,17849.46,17852.35,17760.61,17766.55,86300000
6/5/2015,17905.38,17940.78,17822.9,17849.46,89140000
6/4/2015,18072.47,18087.15,17876.95,17905.58,93470000
6/3/2015,18018.42,18168.09,18010.42,18076.27,73120000
6/2/2015,18033.33,18091.87,17925.33,18011.94,77550000
6/1/2015,18017.82,18105.83,17982.06,18040.37,85640000
5/29/2015,18128.12,18128.12,17967.74,18010.68,139810000
5/28/2015,18154.14,18154.14,18066.4,18126.12,67510000
5/27/2015,18045.08,18190.35,18045.08,18162.99,96400000
5/26/2015,18229.75,18229.75,17990.02,18041.54,109440000
5/22/2015,18286.87,18286.87,18217.14,18232.02,78890000
5/21/2015,18285.87,18314.89,18249.9,18285.74,84270000
5/20/2015,18315.06,18350.13,18272.56,18285.4,80190000
5/19/2015,18300.48,18351.36,18261.35,18312.39,87200000
5/18/2015,18267.25,18325.54,18244.26,18298.88,79080000
5/15/2015,18251.97,18272.72,18215.07,18272.56,108220000
5/14/2015,18062.49,18255.21,18062.49,18252.24,91580000
5/13/2015,18070.37,18132.79,18039.2,18060.49,85180000
5/12/2015,18096.16,18119.18,17924.8,18068.23,89270000
5/11/2015,18187.78,18199.95,18089.11,18105.17,86050000
5/8/2015,17933.64,18205.23,17933.64,18191.11,94960000
5/7/2015,17840.25,17973.07,17796.94,17924.06,80920000
5/6/2015,17934.81,18019.75,17733.12,17841.98,100430000
5/5/2015,18062.53,18086.01,17905.71,17928.2,95340000
5/4/2015,18026.02,18133.76,18026.02,18070.4,86010000
5/1/2015,17859.27,18028.89,17859.27,18024.06,91700000
4/30/2015,18033.33,18033.33,17774.89,17840.52,129180000
4/29/2015,18093.69,18096.46,17953.69,18035.53,102080000
4/28/2015,18035.9,18119.65,17917.36,18110.14,124930000
4/27/2015,18097.89,18175.56,18024.66,18037.97,121110000
4/24/2015,18056.42,18108.87,18009.08,18080.14,119130000
4/23/2015,18031.9,18133.03,17966.77,18058.69,100240000
4/22/2015,17950.82,18056.02,17887.76,18038.27,91260000
4/21/2015,18034.23,18109.7,17929.63,17949.59,95180000
4/20/2015,17841.18,18092.22,17841.18,18034.93,103160000
4/17/2015,18102.56,18102.56,17748.53,17826.3,138860000
4/16/2015,18106.27,18169.26,18063.86,18105.77,89520000
4/15/2015,18045.71,18160.52,18045.71,18112.61,113610000
4/14/2015,17979.11,18075.6,17905.48,18036.7,82830000
4/13/2015,18052.32,18107.57,17974.81,17977.04,120090000
4/10/2015,17956.73,18066.76,17945.55,18057.65,116410000
4/9/2015,17902.51,17984.22,17823.1,17958.73,86740000
4/8/2015,17877.62,17976.2,17822.23,17902.51,76820000
4/7/2015,17884.32,17983.12,17871.21,17875.42,72150000
4/6/2015,17755.5,17941.79,17646.8,17880.85,100850000
4/2/2015,17699.52,17815.03,17673.49,17763.24,87370000
4/1/2015,17778.52,17778.52,17585.01,17698.18,103360000
3/31/2015,17965.37,17965.37,17773.02,17776.12,119470000
3/30/2015,17727.48,18008.64,17727.48,17976.31,104040000
3/27/2015,17673.63,17729.14,17630.49,17712.66,103220000
3/26/2015,17716.27,17759.51,17579.27,17678.23,117740000
3/25/2015,18012.61,18041.97,17718.54,17718.54,106560000
3/24/2015,18110.87,18149.24,18010.44,18011.14,87190000
3/23/2015,18136.73,18205.93,18116.04,18116.04,98030000
3/20/2015,17961.13,18197.29,17961.13,18127.65,333870000
3/19/2015,18072.58,18072.99,17934.24,17959.03,107820000
3/18/2015,17846.8,18097.12,17697.52,18076.19,130950000
3/17/2015,17972.22,17972.22,17785.79,17849.08,82560000
3/16/2015,17751.24,17988.5,17751.24,17977.42,101760000
3/13/2015,17889.05,17889.05,17629.89,17749.31,113620000
3/12/2015,17626.84,17900.1,17620.49,17895.22,111550000
3/11/2015,17662.94,17731.78,17627,17635.39,102120000
3/10/2015,17989.56,17989.56,17662.94,17662.94,120450000
3/9/2015,17856.56,18031.04,17856.56,17995.72,85820000
3/6/2015,18135.72,18135.72,17825.15,17856.78,113350000
3/5/2015,18096.9,18160.35,18087.65,18135.72,75840000
3/4/2015,18203.37,18203.37,18029.5,18096.9,80900000
3/3/2015,18281.95,18281.95,18136.88,18203.37,83830000
3/2/2015,18134.05,18288.63,18122.59,18288.63,89790000
2/27/2015,18213.26,18213.26,18132.38,18132.7,101110000
2/26/2015,18224.41,18239.43,18157.07,18214.42,81500000
2/25/2015,18208.67,18244.38,18182.76,18224.57,80480000
2/24/2015,18112.57,18231.09,18098.73,18209.19,79310000
2/23/2015,18140.76,18141.21,18054.84,18116.84,83670000
2/20/2015,17985.77,18144.29,17878.37,18140.44,111390000
2/19/2015,18028.67,18028.67,17924.6,17985.77,79130000
2/18/2015,18045.72,18048.7,17982.2,18029.85,75090000
2/17/2015,18019.8,18052.01,17951.41,18047.58,98760000
2/13/2015,17968.65,18037.41,17961.76,18019.35,85230000
2/12/2015,17862.14,17975.65,17862.14,17972.38,117160000
2/11/2015,17867.86,17897.21,17759.65,17862.14,89890000
2/10/2015,17736.15,17890.34,17729.24,17868.76,89930000
2/9/2015,17821.49,17821.49,17685.32,17729.21,81590000
2/6/2015,17881.54,17951.09,17764.4,17824.29,93610000
2/5/2015,17677.26,17889.58,17677.26,17884.88,79890000
2/4/2015,17664.99,17782.22,17603.21,17673.02,102560000
2/3/2015,17369.97,17670.76,17369.97,17666.4,112860000
2/2/2015,17169.99,17367.68,17037.76,17361.04,108090000
1/30/2015,17416.85,17419.9,17156.82,17164.95,168560000
1/29/2015,17195.29,17433.13,17136.3,17416.85,111690000
1/28/2015,17402.91,17484.41,17189,17191.37,115980000
1/27/2015,17638.53,17638.53,17288.31,17387.21,135940000
1/26/2015,17668.11,17696.36,17567.6,17678.7,87220000
1/23/2015,17812.5,17812.5,17667.53,17672.6,97110000
1/22/2015,17557.29,17840.89,17482.54,17813.98,111980000
1/21/2015,17509.96,17599.58,17396.04,17554.28,95530000
1/20/2015,17516.96,17588.7,17346.73,17515.23,119600000
1/16/2015,17320,17528.37,17243.55,17511.57,140480000
1/15/2015,17436.3,17517.41,17298.04,17320.71,94520000
1/14/2015,17609.06,17609.06,17264.9,17427.09,109180000
1/13/2015,17645.02,17923.01,17498.23,17613.68,99360000
1/12/2015,17742.05,17793.88,17571.58,17640.84,92500000
1/9/2015,17911.02,17915.32,17686.09,17737.37,93390000
1/8/2015,17591.97,17916.04,17591.97,17907.87,114890000
1/7/2015,17374.78,17597.08,17374.78,17584.52,91030000
1/6/2015,17504.18,17581.05,17262.37,17371.64,101870000
1/5/2015,17821.3,17821.3,17475.93,17501.65,116160000
1/2/2015,17823.07,17951.78,17731.3,17832.99,76270000
12/31/2014,17987.66,18043.22,17820.88,17823.07,82840000
12/30/2014,18035.02,18035.02,17959.7,17983.07,47490000
12/29/2014,18046.58,18073.04,18021.57,18038.23,53870000
12/26/2014,18038.3,18103.45,18038.3,18053.71,52570000
12/24/2014,18035.73,18086.24,18027.78,18030.21,42870000
12/23/2014,17971.51,18069.22,17970.16,18024.17,82890000
12/22/2014,17812.25,17962.78,17812.25,17959.44,98460000
12/19/2014,17778.02,17874.03,17746.55,17804.8,343690000
12/18/2014,17367.85,17778.4,17367.85,17778.15,123940000
12/17/2014,17069.16,17389.3,17069.16,17356.87,118220000
12/16/2014,17173.07,17427.44,17067.59,17068.87,116640000
12/15/2014,17285.74,17403.54,17115.28,17180.84,114050000
12/12/2014,17590.05,17590.05,17280.83,17280.83,121950000
12/11/2014,17534.3,17758.51,17534.3,17596.34,90100000
12/10/2014,17797.99,17797.99,17508.1,17533.15,115100000
12/9/2014,17847.37,17847.37,17629.57,17801.2,100400000
12/8/2014,17954.94,17960.56,17804.28,17852.48,88680000
12/5/2014,17903.05,17991.19,17903.05,17958.79,79110000
12/4/2014,17910.02,17937.96,17814.81,17900.1,76270000
12/3/2014,17880.9,17924.15,17855.59,17912.62,99400000
12/2/2014,17778.85,17897.05,17778.85,17879.55,81970000
12/1/2014,17827.27,17827.27,17726.55,17776.8,86390000
11/28/2014,17830.55,17893.42,17807.78,17828.24,80470000
11/26/2014,17812.25,17833.76,17791.16,17827.75,67450000
11/25/2014,17819.05,17854.73,17790.89,17814.94,88190000
11/24/2014,17812.63,17855.27,17793.19,17817.9,85510000
11/21/2014,17721.02,17894.83,17721.02,17810.06,140940000
11/20/2014,17677.32,17720.44,17603.89,17719,77740000
11/19/2014,17685.51,17712.26,17624.5,17685.73,73780000
11/18/2014,17643.09,17735.71,17642.03,17687.82,87420000
11/17/2014,17631.85,17675.07,17606.81,17647.75,70330000
11/14/2014,17653.11,17664.15,17613.2,17634.74,72850000
11/13/2014,17618.69,17705.48,17583.88,17652.79,80540000
11/12/2014,17604.75,17626.71,17536.17,17612.2,75980000
11/11/2014,17615.64,17638.21,17584.94,17614.9,52880000
11/10/2014,17568.98,17621.87,17547.51,17613.74,71430000
11/7/2014,17558.58,17575.33,17493.37,17573.93,82860000
11/6/2014,17491.66,17560.31,17440.35,17554.47,70670000
11/5/2014,17385.76,17486.59,17385.76,17484.53,76030000
11/4/2014,17368.81,17397.23,17278.36,17383.84,81390000
11/3/2014,17390.9,17410.65,17339.85,17366.24,80030000
10/31/2014,17208.78,17395.54,17208.78,17390.52,121610000
10/30/2014,16968.14,17223.96,16920.76,17195.42,80180000
10/29/2014,17005.07,17065.5,16895.38,16974.31,76450000
10/28/2014,16825.19,17006.45,16825.19,17005.75,83870000
10/27/2014,16796.1,16836.98,16729.83,16817.94,72580000
10/24/2014,16677.04,16811.71,16649.72,16805.41,90400000
10/23/2014,16468.07,16767.52,16468.07,16677.9,99420000
10/22/2014,16615.26,16653.89,16459.85,16461.32,92050000
10/21/2014,16406.03,16620.78,16405.77,16614.81,105110000
10/20/2014,16373.15,16401.63,16260.54,16399.67,94320000
10/17/2014,16118.39,16427.38,16118.39,16380.41,137910000
10/16/2014,16137.14,16211.12,15935.22,16117.24,131670000
10/15/2014,16313.3,16313.3,15855.12,16141.74,160380000
10/14/2014,16321.9,16463.67,16273.64,16315.19,110410000
10/13/2014,16535.43,16602.41,16310.47,16321.07,107830000
10/10/2014,16654.88,16757.6,16543.91,16544.1,136370000
10/9/2014,16989.37,16989.37,16649.04,16659.25,93210000
10/8/2014,16718.65,17006.91,16663.26,16994.22,106930000
10/7/2014,16988.25,16988.25,16715.79,16719.39,79420000
10/6/2014,17010.34,17099.39,16930.38,16991.91,655450000
10/3/2014,16802.2,17027.84,16802.2,17009.69,87940000
10/2/2014,16808.27,16857.25,16674.04,16801.05,75490000
10/1/2014,17040.46,17041.16,16776.13,16804.71,104240000
9/30/2014,17070.45,17145.1,17017.11,17042.9,102290000
9/29/2014,17107.69,17107.69,16934.43,17071.22,70220000
9/26/2014,16948.62,17148.15,16948.11,17113.15,74670000
9/25/2014,17204.86,17204.86,16945.8,16945.8,93520000
9/24/2014,17056.64,17226.6,17033.93,17210.06,80530000
9/23/2014,17165.91,17171.88,17055.87,17055.87,77090000
9/22/2014,17271.71,17277.88,17159.36,17172.68,74300000
9/19/2014,17267.21,17350.64,17257.46,17279.74,349620000
9/18/2014,17163.73,17275.37,17163.73,17265.99,85300000
9/17/2014,17131.01,17221.11,17089.01,17156.85,87810000
9/16/2014,17027.16,17167.05,16985.55,17131.97,73200000
9/15/2014,16988.76,17051.85,16951.38,17031.14,71740000
9/12/2014,17044.05,17044.05,16937.67,16987.51,82820000
9/11/2014,17057.41,17057.41,16983.88,17049,63650000
9/10/2014,17016.05,17080.27,16974.57,17068.71,76780000
9/9/2014,17110.39,17111.55,16993.29,17013.87,69030000
9/8/2014,17131.71,17137.88,17079.17,17111.42,65640000
9/5/2014,17065.89,17137.36,17009.62,17137.36,76630000
9/4/2014,17083.61,17161.55,17030.12,17069.58,68120000
9/3/2014,17067.24,17151.89,17060.21,17078.28,62770000
9/2/2014,17097.42,17113.51,17009.07,17067.56,64820000
8/29/2014,17083.42,17110.42,17035.38,17098.45,81500000
8/28/2014,17119.06,17119.06,17018.33,17079.57,51860000
8/27/2014,17111.03,17134.6,17090.61,17122.01,61690000
8/26/2014,17079.57,17153.8,17079.57,17106.7,50710000
8/25/2014,17011.81,17124.74,17011.81,17076.87,57400000
8/22/2014,17038.27,17064.28,16984.52,17001.22,64330000
8/21/2014,16983.88,17074.59,16983.88,17039.49,65160000
8/20/2014,16910.03,16994.89,16896.55,16979.13,61960000
8/19/2014,16839.06,16929.13,16839.06,16919.59,67220000
8/18/2014,16664.45,16840.28,16664.45,16838.74,75670000
8/15/2014,16717.01,16775.27,16575.42,16662.91,109180000
8/14/2014,16657.32,16714.22,16651.67,16713.58,62370000
8/13/2014,16567.54,16670.29,16567.54,16651.8,66020000
8/12/2014,16565.55,16589.31,16518.06,16560.54,62770000
8/11/2014,16557.27,16627.99,16557.27,16569.98,65560000
8/8/2014,16369.68,16556.59,16364.22,16553.93,82420000
8/7/2014,16448.29,16504.35,16333.78,16368.27,80430000
8/6/2014,16425.1,16490.7,16372.32,16443.34,78600000
8/5/2014,16559.97,16559.97,16369.55,16429.47,76630000
